,Request.id,Pickup.point,Driver.id,Status,Request.timestamp,Drop.timestamp,date,Request.hour,Request.timeslot,Supply,Demand,Duration
96,3353,City,11,Trip Completed,7/13/16 13:29,7/13/16 14:09,7/13/16,13,Afternoon,supply,demand,39
97,4293,City,11,Trip Completed,7/14/16 6:42,7/14/16 7:12,7/14/16,6,Early Morning,supply,demand,30
98,4936,City,11,Trip Completed,7/14/16 18:22,7/14/16 19:14,7/14/16,18,Evening,supply,demand,52
99,5661,Airport,11,Trip Completed,7/15/16 7:08,7/15/16 7:59,7/15/16,7,Early Morning,supply,demand,50
100,5778,City,11,Trip Completed,7/15/16 8:22,7/15/16 9:13,7/15/16,8,Morning,supply,demand,51
101,6425,Airport,11,Trip Completed,7/15/16 19:46,7/15/16 20:26,7/15/16,19,Evening,supply,demand,40
102,45,Airport,12,Trip Completed,7/11/16 3:17,7/11/16 4:09,7/11/16,3,Late Night,supply,demand,52
103,264,City,12,Trip Completed,7/11/16 6:51,7/11/16 7:40,7/11/16,6,Early Morning,supply,demand,49
104,1183,City,12,Trip Completed,7/11/16 21:05,7/11/16 21:38,7/11/16,21,Night,supply,demand,33
105,1536,Airport,12,Trip Completed,7/12/16 5:59,7/12/16 6:59,7/12/16,5,Early Morning,supply,demand,60
106,2437,City,12,Trip Completed,7/12/16 20:18,7/12/16 21:26,7/12/16,20,Evening,supply,demand,68
107,2641,Airport,12,Trip Completed,7/12/16 22:28,7/12/16 23:05,7/12/16,22,Night,supply,demand,37
108,4077,Airport,12,Trip Completed,7/14/16 2:14,7/14/16 3:13,7/14/16,2,Late Night,supply,demand,58
109,4610,City,12,Trip Completed,7/14/16 10:35,7/14/16 11:39,7/14/16,10,Morning,supply,demand,63
110,5066,Airport,12,Trip Completed,7/14/16 19:31,7/14/16 20:14,7/14/16,19,Evening,supply,demand,42
111,5666,Airport,12,Trip Completed,7/15/16 7:04,7/15/16 8:12,7/15/16,7,Early Morning,supply,demand,67
112,5923,City,12,Trip Completed,7/15/16 10:07,7/15/16 10:50,7/15/16,10,Morning,supply,demand,43
113,6367,City,12,Trip Completed,7/15/16 19:04,7/15/16 19:46,7/15/16,19,Evening,supply,demand,41
114,155,City,13,Trip Completed,7/11/16 5:32,7/11/16 6:28,7/11/16,5,Early Morning,supply,demand,56
115,310,Airport,13,Trip Completed,7/11/16 7:24,7/11/16 8:28,7/11/16,7,Early Morning,supply,demand,64
116,607,City,13,Trip Completed,7/11/16 11:51,7/11/16 12:42,7/11/16,11,Morning,supply,demand,51
117,1012,City,13,Trip Completed,7/11/16 19:15,7/11/16 19:57,7/11/16,19,Evening,supply,demand,42
118,1696,Airport,13,Trip Completed,7/12/16 8:01,7/12/16 8:42,7/12/16,8,Morning,supply,demand,41
119,3076,City,13,Trip Completed,7/13/16 8:09,7/13/16 9:12,7/13/16,8,Morning,supply,demand,63
120,4198,Airport,13,Trip Completed,7/14/16 5:32,7/14/16 6:45,7/14/16,5,Early Morning,supply,demand,73
121,4627,City,13,Trip Completed,7/14/16 11:13,7/14/16 12:00,7/14/16,11,Morning,supply,demand,46
122,5289,City,13,Trip Completed,7/14/16 21:43,7/14/16 22:24,7/14/16,21,Night,supply,demand,40
123,5495,Airport,13,Trip Completed,7/15/16 5:00,7/15/16 6:02,7/15/16,5,Early Morning,supply,demand,62
124,6656,Airport,13,Trip Completed,7/15/16 22:08,7/15/16 22:41,7/15/16,22,Night,supply,demand,32
125,139,Airport,14,Trip Completed,7/11/16 5:21,7/11/16 6:09,7/11/16,5,Early Morning,supply,demand,48
126,215,City,14,Trip Completed,7/11/16 6:15,7/11/16 7:07,7/11/16,6,Early Morning,supply,demand,52
127,1816,City,14,Trip Completed,7/12/16 9:24,7/12/16 10:07,7/12/16,9,Morning,supply,demand,43
128,2505,Airport,14,Trip Completed,7/12/16 21:03,7/12/16 22:14,7/12/16,21,Night,supply,demand,71
129,3346,City,14,Trip Completed,7/13/16 13:01,7/13/16 13:55,7/13/16,13,Afternoon,supply,demand,54
130,5294,City,14,Trip Completed,7/14/16 21:45,7/14/16 22:16,7/14/16,21,Night,supply,demand,30
131,6226,Airport,14,Trip Completed,7/15/16 17:34,7/15/16 18:33,7/15/16,17,Evening,supply,demand,58
132,6733,Airport,14,Trip Completed,7/15/16 23:32,7/16/16 0:37,7/15/16,23,Night,supply,demand,65
133,1027,Airport,15,Trip Completed,7/11/16 19:18,7/11/16 20:24,7/11/16,19,Evening,supply,demand,66
134,2675,Airport,15,Trip Completed,7/12/16 23:43,7/13/16 0:35,7/12/16,23,Night,supply,demand,52
135,3200,City,15,Trip Completed,7/13/16 9:39,7/13/16 10:30,7/13/16,9,Morning,supply,demand,51
136,3865,City,15,Trip Completed,7/13/16 21:52,7/13/16 22:21,7/13/16,21,Night,supply,demand,29
137,4468,City,15,Trip Completed,7/14/16 8:42,7/14/16 9:22,7/14/16,8,Morning,supply,demand,39
138,5163,Airport,15,Trip Completed,7/14/16 20:34,7/14/16 21:05,7/14/16,20,Evening,supply,demand,30
139,6009,City,15,Trip Completed,7/15/16 12:22,7/15/16 13:25,7/15/16,12,Morning,supply,demand,62
140,6448,Airport,15,Trip Completed,7/15/16 20:02,7/15/16 20:40,7/15/16,20,Evening,supply,demand,37
141,591,City,16,Trip Completed,7/11/16 11:25,7/11/16 12:31,7/11/16,11,Morning,supply,demand,66
142,709,City,16,Trip Completed,7/11/16 14:16,7/11/16 15:03,7/11/16,14,Afternoon,supply,demand,47
143,1167,Airport,16,Trip Completed,7/11/16 20:50,7/11/16 21:52,7/11/16,20,Evening,supply,demand,62
144,2661,Airport,16,Trip Completed,7/12/16 23:23,7/13/16 0:27,7/12/16,23,Night,supply,demand,64
145,2808,City,16,Trip Completed,7/13/16 5:05,7/13/16 5:56,7/13/16,5,Early Morning,supply,demand,50
146,3258,Airport,16,Trip Completed,7/13/16 10:12,7/13/16 10:45,7/13/16,10,Morning,supply,demand,32
147,3413,Airport,16,Trip Completed,7/13/16 15:32,7/13/16 16:45,7/13/16,15,Afternoon,supply,demand,73
148,3939,Airport,16,Trip Completed,7/13/16 22:26,7/13/16 22:55,7/13/16,22,Night,supply,demand,29
149,4125,City,16,Trip Completed,7/14/16 4:37,7/14/16 5:46,7/14/16,4,Early Morning,supply,demand,69
150,4457,City,16,Trip Completed,7/14/16 8:36,7/14/16 9:19,7/14/16,8,Morning,supply,demand,42
151,4728,City,16,Trip Completed,7/14/16 14:04,7/14/16 15:06,7/14/16,14,Afternoon,supply,demand,62
152,5347,Airport,16,Trip Completed,7/14/16 22:51,7/14/16 23:53,7/14/16,22,Night,supply,demand,61
153,6147,City,16,Trip Completed,7/15/16 16:11,7/15/16 17:30,7/15/16,16,Afternoon,supply,demand,79
154,6496,Airport,16,Trip Completed,7/15/16 20:33,7/15/16 21:32,7/15/16,20,Evening,supply,demand,59
155,634,City,17,Trip Completed,7/11/16 12:25,7/11/16 13:06,7/11/16,12,Morning,supply,demand,41
156,939,Airport,17,Trip Completed,7/11/16 18:25,7/11/16 19:26,7/11/16,18,Evening,supply,demand,61
157,2628,Airport,17,Trip Completed,7/12/16 22:10,7/12/16 23:25,7/12/16,22,Night,supply,demand,75
158,3021,City,17,Trip Completed,7/13/16 7:33,7/13/16 8:26,7/13/16,7,Early Morning,supply,demand,52
159,4743,City,17,Trip Completed,7/14/16 14:54,7/14/16 15:39,7/14/16,14,Afternoon,supply,demand,44
160,4981,City,17,Trip Completed,7/14/16 18:47,7/14/16 19:43,7/14/16,18,Evening,supply,demand,56
161,5367,Airport,17,Trip Completed,7/14/16 23:35,7/15/16 0:25,7/14/16,23,Night,supply,demand,49
162,5471,Airport,17,Trip Completed,7/15/16 4:48,7/15/16 5:47,7/15/16,4,Early Morning,supply,demand,58
163,5988,Airport,17,Trip Completed,7/15/16 11:48,7/15/16 12:55,7/15/16,11,Morning,supply,demand,66
164,6477,Airport,17,Trip Completed,7/15/16 20:21,7/15/16 21:00,7/15/16,20,Evening,supply,demand,39
165,499,City,18,Trip Completed,7/11/16 9:39,7/11/16 10:16,7/11/16,9,Morning,supply,demand,37
166,1147,Airport,18,Trip Completed,7/11/16 20:42,7/11/16 21:18,7/11/16,20,Evening,supply,demand,36
167,1410,Airport,18,Trip Completed,7/12/16 3:14,7/12/16 4:27,7/12/16,3,Late Night,supply,demand,73
168,1804,Airport,18,Trip Completed,7/12/16 9:12,7/12/16 9:57,7/12/16,9,Morning,supply,demand,45
169,1949,Airport,18,Trip Completed,7/12/16 11:32,7/12/16 12:13,7/12/16,11,Morning,supply,demand,41
170,2713,City,18,Trip Completed,7/13/16 1:46,7/13/16 2:37,7/13/16,1,Late Night,supply,demand,50
171,2845,City,18,Trip Completed,7/13/16 5:28,7/13/16 6:10,7/13/16,5,Early Morning,supply,demand,42
172,3943,Airport,18,Trip Completed,7/13/16 22:35,7/13/16 23:33,7/13/16,22,Night,supply,demand,57
173,4792,City,18,Trip Completed,7/14/16 16:47,7/14/16 17:34,7/14/16,16,Afternoon,supply,demand,47
174,5207,Airport,18,Trip Completed,7/14/16 20:57,7/14/16 21:56,7/14/16,20,Evening,supply,demand,58
175,5890,City,18,Trip Completed,7/15/16 9:43,7/15/16 10:55,7/15/16,9,Morning,supply,demand,71
176,494,City,19,Trip Completed,7/11/16 9:36,7/11/16 10:02,7/11/16,9,Morning,supply,demand,26
177,1485,City,19,Trip Completed,7/12/16 5:21,7/12/16 6:35,7/12/16,5,Early Morning,supply,demand,74
178,2042,City,19,Trip Completed,7/12/16 14:30,7/12/16 15:09,7/12/16,14,Afternoon,supply,demand,39
179,2561,Airport,19,Trip Completed,7/12/16 21:29,7/12/16 22:44,7/12/16,21,Night,supply,demand,75
180,3813,Airport,19,Trip Completed,7/13/16 21:06,7/13/16 21:46,7/13/16,21,Night,supply,demand,39
181,4260,Airport,19,Trip Completed,7/14/16 6:11,7/14/16 6:59,7/14/16,6,Early Morning,supply,demand,47
182,4395,City,19,Trip Completed,7/14/16 8:00,7/14/16 8:54,7/14/16,8,Morning,supply,demand,54
183,5919,City,19,Trip Completed,7/15/16 10:03,7/15/16 10:59,7/15/16,10,Morning,supply,demand,55
184,6002,Airport,19,Trip Completed,7/15/16 12:04,7/15/16 12:53,7/15/16,12,Morning,supply,demand,49
185,468,City,20,Trip Completed,7/11/16 9:20,7/11/16 10:05,7/11/16,9,Morning,supply,demand,45
186,693,Airport,20,Trip Completed,7/11/16 13:51,7/11/16 15:01,7/11/16,13,Afternoon,supply,demand,70
187,1178,City,20,Trip Completed,7/11/16 21:05,7/11/16 22:06,7/11/16,21,Night,supply,demand,61
188,2103,City,20,Trip Completed,7/12/16 16:08,7/12/16 17:18,7/12/16,16,Afternoon,supply,demand,70
189,2292,Airport,20,Trip Completed,7/12/16 18:46,7/12/16 19:23,7/12/16,18,Evening,supply,demand,37
190,3339,City,20,Trip Completed,7/13/16 12:40,7/13/16 13:30,7/13/16,12,Morning,supply,demand,49
191,3694,City,20,Trip Completed,7/13/16 19:33,7/13/16 20:35,7/13/16,19,Evening,supply,demand,61
192,4469,City,20,Trip Completed,7/14/16 8:45,7/14/16 9:48,7/14/16,8,Morning,supply,demand,62
193,6432,City,20,Trip Completed,7/15/16 19:50,7/15/16 20:30,7/15/16,19,Evening,supply,demand,39
194,1895,City,21,Trip Completed,7/12/16 10:20,7/12/16 10:52,7/12/16,10,Morning,supply,demand,32
195,1981,Airport,21,Trip Completed,7/12/16 12:23,7/12/16 12:56,7/12/16,12,Morning,supply,demand,33
196,3744,Airport,21,Trip Completed,7/13/16 20:28,7/13/16 21:22,7/13/16,20,Evening,supply,demand,54
197,4433,Airport,21,Trip Completed,7/14/16 8:26,7/14/16 9:12,7/14/16,8,Morning,supply,demand,45
198,6039,Airport,21,Trip Completed,7/15/16 13:11,7/15/16 13:38,7/15/16,13,Afternoon,supply,demand,26
199,6543,City,21,Trip Completed,7/15/16 20:54,7/15/16 22:12,7/15/16,20,Evening,supply,demand,78
200,110,City,22,Trip Completed,7/11/16 5:05,7/11/16 6:06,7/11/16,5,Early Morning,supply,demand,61
201,362,City,22,Trip Completed,7/11/16 8:01,7/11/16 9:18,7/11/16,8,Morning,supply,demand,77
202,666,Airport,22,Trip Completed,7/11/16 13:02,7/11/16 13:45,7/11/16,13,Afternoon,supply,demand,43
203,926,City,22,Trip Completed,7/11/16 18:28,7/11/16 19:34,7/11/16,18,Evening,supply,demand,66
204,1180,Airport,22,Trip Completed,7/11/16 21:01,7/11/16 22:14,7/11/16,21,Night,supply,demand,73
205,1900,City,22,Trip Completed,7/12/16 10:32,7/12/16 11:42,7/12/16,10,Morning,supply,demand,70
206,2506,City,22,Trip Completed,7/12/16 21:01,7/12/16 21:38,7/12/16,21,Night,supply,demand,37
207,3064,City,22,Trip Completed,7/13/16 8:02,7/13/16 8:58,7/13/16,8,Morning,supply,demand,56
208,3327,Airport,22,Trip Completed,7/13/16 12:24,7/13/16 13:23,7/13/16,12,Morning,supply,demand,58
209,3601,City,22,Trip Completed,7/13/16 18:39,7/13/16 19:29,7/13/16,18,Evening,supply,demand,50
210,4768,Airport,22,Trip Completed,7/14/16 15:39,7/14/16 16:49,7/14/16,15,Afternoon,supply,demand,69
211,5142,City,22,Trip Completed,7/14/16 20:17,7/14/16 20:48,7/14/16,20,Evening,supply,demand,31
212,5366,Airport,22,Trip Completed,7/14/16 23:27,7/15/16 0:19,7/14/16,23,Night,supply,demand,52
213,5575,City,22,Trip Completed,7/15/16 5:53,7/15/16 6:50,7/15/16,5,Early Morning,supply,demand,56
214,5902,City,22,Trip Completed,7/15/16 9:52,7/15/16 10:37,7/15/16,9,Morning,supply,demand,44
215,6694,Airport,22,Trip Completed,7/15/16 22:45,7/15/16 23:17,7/15/16,22,Night,supply,demand,32
216,523,Airport,23,Trip Completed,7/11/16 9:48,7/11/16 10:37,7/11/16,9,Morning,supply,demand,49
217,747,City,23,Trip Completed,7/11/16 15:53,7/11/16 16:43,7/11/16,15,Afternoon,supply,demand,50
218,1371,Airport,23,Trip Completed,7/12/16 0:22,7/12/16 1:33,7/12/16,0,Late Night,supply,demand,71
219,1553,City,23,Trip Completed,7/12/16 6:09,7/12/16 7:09,7/12/16,6,Early Morning,supply,demand,60
220,1692,Airport,23,Trip Completed,7/12/16 7:52,7/12/16 9:01,7/12/16,7,Early Morning,supply,demand,69
221,2114,City,23,Trip Completed,7/12/16 16:36,7/12/16 17:21,7/12/16,16,Afternoon,supply,demand,45
222,2742,City,23,Trip Completed,7/13/16 3:07,7/13/16 3:51,7/13/16,3,Late Night,supply,demand,43
223,4273,City,23,Trip Completed,7/14/16 6:17,7/14/16 7:02,7/14/16,6,Early Morning,supply,demand,45
224,4668,City,23,Trip Completed,7/14/16 12:25,7/14/16 13:34,7/14/16,12,Morning,supply,demand,69
225,5425,City,23,Trip Completed,7/15/16 2:23,7/15/16 3:08,7/15/16,2,Late Night,supply,demand,44
226,5488,City,23,Trip Completed,7/15/16 4:53,7/15/16 6:00,7/15/16,4,Early Morning,supply,demand,66
227,5781,City,23,Trip Completed,7/15/16 8:35,7/15/16 9:42,7/15/16,8,Morning,supply,demand,66
228,5966,Airport,23,Trip Completed,7/15/16 10:54,7/15/16 11:58,7/15/16,10,Morning,supply,demand,64
229,6122,City,23,Trip Completed,7/15/16 15:26,7/15/16 16:29,7/15/16,15,Afternoon,supply,demand,63
230,357,Airport,24,Trip Completed,7/11/16 8:00,7/11/16 9:08,7/11/16,8,Morning,supply,demand,68
231,1068,City,24,Trip Completed,7/11/16 19:52,7/11/16 20:48,7/11/16,19,Evening,supply,demand,56
232,2689,Airport,24,Trip Completed,7/13/16 0:34,7/13/16 1:49,7/13/16,0,Late Night,supply,demand,75
233,2791,City,24,Trip Completed,7/13/16 4:56,7/13/16 5:33,7/13/16,4,Early Morning,supply,demand,37
234,3321,City,24,Trip Completed,7/13/16 12:23,7/13/16 13:25,7/13/16,12,Morning,supply,demand,62
235,3423,Airport,24,Trip Completed,7/13/16 15:52,7/13/16 16:50,7/13/16,15,Afternoon,supply,demand,58
236,3761,Airport,24,Trip Completed,7/13/16 20:35,7/13/16 21:39,7/13/16,20,Evening,supply,demand,63
237,4140,City,24,Trip Completed,7/14/16 4:48,7/14/16 6:05,7/14/16,4,Early Morning,supply,demand,76
238,4656,City,24,Trip Completed,7/14/16 12:06,7/14/16 12:49,7/14/16,12,Morning,supply,demand,42
239,4931,Airport,24,Trip Completed,7/14/16 18:21,7/14/16 18:54,7/14/16,18,Evening,supply,demand,32
240,5268,City,24,Trip Completed,7/14/16 21:29,7/14/16 22:30,7/14/16,21,Night,supply,demand,60
241,5811,City,24,Trip Completed,7/15/16 8:46,7/15/16 9:26,7/15/16,8,Morning,supply,demand,40
